name                 |obsid      |ra         |dec       |start_time         |processing_date    |xrt_exposure|uvot_exposure|bat_exposure|archive_date|_offset
SwiftJ164449.3+573   |00031955089|16 44 46.27|57 34 39.2|2011-06-23T01:13:00|2016-09-16T00:00:00|  9797.26600|   9778.76200| 10029.00000|  2011-07-04| 0.4438
SwiftJ164449.3+573   |00031955113|16 44 43.68|57 34 39.4|2011-07-17T01:39:00|2016-09-26T00:00:00|  7436.62000|   7387.14700|  7615.00000|  2011-07-28| 0.7675
SwiftJ164449.3+573451|00032526014|16 44 58.25|57 34 39.4|2012-08-29T16:15:58|2017-05-07T00:00:00|  1083.16100|   1082.48400|  1090.00000|  2012-09-09| 1.2302
SwiftJ164449.3+573451|00032200053|16 44 39.24|57 34 39.8|2012-01-28T09:51:00|2017-04-14T00:00:00|  2982.83500|   2968.72700|  3023.00000|  2012-02-08| 1.3498
SwiftJ164449.3+573451|00033765094| 16 44 53.6|57 34 40.3|2017-02-10T00:49:57|2017-02-20T00:00:00|  1698.66700|   1697.10600|  1711.00000|  2017-02-21| 0.5501
SwiftJ164449.3+573451|00033765024|16 44 19.44|57 34 40.5|2015-09-26T10:33:58|2015-10-06T00:00:00|  1613.20300|      3.65200|  1620.00000|  2015-10-07| 3.9932
SwiftJ164449.3+573451|00032200088|16 44 49.64|57 34 40.7|2012-03-05T02:50:00|2017-04-16T00:00:00|  3046.36400|   3043.75100|  3058.00000|  2012-03-16| 0.1910
SwiftJ164449.3+573451|00032526226|16 44 30.81|57 34 41.0|2014-09-26T00:24:59|2018-03-03T00:00:00|  1632.25800|   1630.47800|  1637.00000|  2014-10-07| 2.4715
SwiftJ164449.3+573451|00032526220|16 44 28.48|57 34 41.2|2014-08-15T01:03:59|2018-03-01T00:00:00|  1790.20300|   1788.07200|  1747.00000|  2014-08-26| 2.7827
SwiftJ164449.3+573451|00033765025|16 44 30.16|57 34 41.4|2015-10-02T19:54:59|2015-10-12T00:00:00|  1948.27100|   1944.21000|  1960.00000|  2015-10-13| 2.5572
SwiftJ164449.3+573   |00031955158|16 45 00.34|57 34 41.5|2011-08-31T00:18:00|2016-09-29T00:00:00|  6506.45900|   6497.81700|  6559.00000|  2011-09-11| 1.5020
SwiftJ164449.3+573451|00032200228|16 44 32.36|57 34 41.6|2012-08-05T07:08:59|2017-05-04T00:00:00|   742.15700|    740.76100|   748.00000|  2012-08-16| 2.2634
SwiftJ164449.3+573451|00033765153|16 45 00.32|57 34 41.7|2018-04-20T12:28:57|2018-04-30T00:00:00|  1857.90000|   1856.37600|  1871.00000|  2018-05-01| 1.5002
SwiftJ164449.3+573   |00031955058|16 44 47.18|57 34 41.9|2011-05-24T00:12:00|2016-09-14T00:00:00| 11310.21600|  11156.13500| 11445.00000|  2011-06-04| 0.3149
SwiftJ164449.3+573   |00031955021|16 44 55.67|57 34 42.3|2011-04-19T00:48:00|2016-09-13T00:00:00| 20995.28800|  20767.02300| 21212.00000|  2011-04-30| 0.8804
SwiftJ164449.3+573451|00032526174| 16 44 38.3|57 34 42.5|2013-09-27T00:11:00|2017-11-22T00:00:00|  1988.05200|   1986.49900|  2002.00000|  2013-10-08| 1.5048
SwiftJ164449.3+573451|00033765170|16 44 35.94|57 34 42.5|2018-08-24T10:46:57|2018-09-03T00:00:00|  1825.30800|   1820.48700|  1836.00000|  2018-09-04| 1.7840
SwiftJ164449.3+573451|00033765063|16 44 38.48|57 34 42.7|2016-07-01T08:32:58|2016-07-11T00:00:00|  1837.91700|   1835.38100|  1850.00000|  2016-07-12| 1.4448
SwiftJ164449.3+573   |00031955165|16 44 40.43|57 34 42.9|2011-09-07T01:01:00|2016-09-29T00:00:00|  3988.08300|   3940.38500|  4041.00000|  2011-09-18| 1.1842
SwiftJ164449.3+573451|00032200222|16 44 32.54|57 34 43.3|2012-07-29T10:02:59|2017-05-04T00:00:00|  1129.96700|   1128.44700|  1143.00000|  2012-08-09| 2.2375
SwiftJ164449.3+573451|00032526201|16 45 00.57|57 34 43.3|2014-04-04T15:54:59|2018-02-13T00:00:00|  1929.40100|   1926.96500|  1911.00000|  2014-04-15| 1.5309
SwiftJ164449.3+573451|00032200107|16 44 58.16|57 34 43.4|2012-03-24T02:14:00|2017-04-16T00:00:00|  2929.43900|   2926.85700|  2942.00000|  2012-04-04| 1.2085
SwiftJ164449.3+573   |00031955067|16 44 46.24|57 34 43.4|2011-06-01T23:59:00|2016-09-15T00:00:00|  7225.59000|   7356.65300|  7664.00000|  2011-06-12| 0.4190
SwiftJ164449.3+573451|00032200234|16 44 32.78|57 34 43.5|2012-08-12T02:44:59|2017-05-05T00:00:00|  1072.91700|   1073.34900|  1081.00000|  2012-08-23| 2.2054
SwiftJ164449.3+573451|00032526007|16 44 48.63|57 34 43.6|2012-08-22T14:47:59|2017-05-05T00:00:00|   631.88800|    629.18500|   638.00000|  2012-09-02| 0.1531
SwiftJ164449.3+573451|00033765200|16 44 52.47|57 34 43.7|2019-04-19T02:45:35|2019-04-29T00:00:00|  1653.00200|   1653.18400|  1660.00000|  2019-04-30| 0.4574
SwiftJ164449.3+573   |00031955108|16 44 35.54|57 34 43.9|2011-07-12T01:02:00|2016-09-26T00:00:00|  8413.97100|   8402.62800|  8541.00000|  2011-07-23| 1.8351
SwiftJ164449.3+573   |00031955025|16 44 56.49|57 34 44.1|2011-04-23T01:06:59|2016-09-13T00:00:00| 16525.70800|  14695.95300| 16692.00000|  2011-05-04| 0.9843
SwiftJ164449.3+573451|00033765106|16 44 54.90|57 34 44.2|2017-05-12T07:27:57|2017-05-22T00:00:00|  1821.88200|   1749.85400|  1845.00000|  2017-05-23| 0.7740
SwiftJ164449.3+573451|00032526036|16 44 34.45|57 34 44.4|2012-09-20T00:04:59|2017-05-08T00:00:00|  8541.75600|   8530.32200|  8598.00000|  2012-10-01| 1.9806
